ID,Возраст,Город в адресе регистрации на конец отчетного периода,Должность,Календарные дни отсутствия,Количество детей,Молодая кровь,Оклад/тариф на конец отчетного периода,Пол,Сезон,Семейное положение,Стаж,Уволен,Образование,Изменение должности,Отдел,Вовлеченность,Удобство рабочего графика
23865472.0,36.0,Москва,Старший оператор ,68.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,13.0,0,Высшее,0,0,0.41,1
23865668.0,35.0,Москва,Ведущий инженер,10.0,2.0,True,54180.0,мужской,0,Жен/ЗМ,11.0,0,Среднее специальное,0,5,0.29,0
23866068.0,34.0,Москва,Ведущий инженер,27.0,0.0,True,43660.0,мужской,0,Хол/НЗ,8.0,0,Среднее специальное,1,4,0.59,1
23866734.0,27.0,Москва,электромонтер ,10.0,0.0,True,33340.0,мужской,0,Хол/НЗ,3.0,0,Высшее,0,3,0.14,1
23856383.0,63.0,Москва,инженер,29.0,2.0,False,37980.0,женский,0,Жен/ЗМ,36.0,0,Среднее общее,0,6,0.14,1
23865598.0,38.0,Москва,инженер,11.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,12.0,0,Высшее,0,2,0.48,1
23865883.0,53.0,Москва,слесарь,12.0,1.0,False,29520.0,мужской,0,Жен/ЗМ,9.0,0,Высшее,0,1,0.08,0
23865886.0,44.0,Москва,машинист,2.0,2.0,False,26010.0,женский,0,Разв.,9.0,0,Среднее общее,0,9,0.71,1
23862178.0,40.0,Москва,мастер,1.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,18.0,0,Высшее,0,4,0.55,1
23855465.0,57.0,Москва,Старший оператор ,20.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,34.0,0,Высшее,0,2,0.37,0
23865925.0,35.0,Москва,инженер,30.0,0.0,True,37980.0,мужской,0,Хол/НЗ,9.0,0,Высшее,0,6,0.48,1
23856192.0,67.0,Москва,инженер,76.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,38.0,0,Высшее,0,5,0.66,0
23865085.0,37.0,Москва,начальник смены,12.0,1.0,False,67080.0,мужской,0,Жен/ЗМ,15.0,0,Высшее,1,8,0.23,0
23862567.0,47.0,Москва,мастер,13.0,1.0,False,43660.0,мужской,0,Хол/НЗ,18.0,0,Среднее специальное,0,6,0.44,1
23856692.0,59.0,Москва,Ведущий инженер,13.0,2.0,False,54180.0,мужской,0,Разв.,34.0,0,Среднее специальное,0,7,0.24,0
23859736.0,69.0,Москва,начальник смены,20.0,2.0,False,60380.0,мужской,0,Жен/ЗМ,21.0,0,Среднее специальное,0,9,0.06,1
23866810.0,37.0,Москва,лаборант ,68.0,0.0,False,23020.0,женский,0,Разв.,3.0,0,Среднее общее,0,9,0.18,1
23866540.0,39.0,Москва,ведущий юрисконсульт,43.0,2.0,False,39840.0,мужской,0,Жен/ЗМ,5.0,0,Высшее,0,9,0.36,1
23865167.0,37.0,Москва,начальник смены,3.0,2.0,False,67080.0,мужской,0,Жен/ЗМ,15.0,0,Высшее,0,7,0.59,1
23865567.0,40.0,Москва,инженер,14.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,12.0,0,Высшее,0,6,0.62,1
23865969.0,32.0,Москва,слесарь,10.0,2.0,True,25800.0,мужской,0,Жен/ЗМ,9.0,0,Высшее,0,1,0.77,1
23862633.0,51.0,Москва,ведущий бухгалтер,0.0,2.0,False,39840.0,женский,0,Жен/ЗМ,33.0,0,Среднее специальное,0,6,0.88,1
23862609.0,52.0,Москва,инженер,8.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,7,0.6,1
23864497.0,39.0,Москва,Ведущий инженер,34.0,2.0,False,54180.0,мужской,0,Жен/ЗМ,17.0,0,Среднее специальное,0,9,0.52,1
23866887.0,36.0,Москва,заведующий хозяйством,0.0,2.0,False,30450.0,женский,0,Жен/ЗМ,3.0,0,Среднее общее,0,5,0.09,1
23866792.0,46.0,Москва,лаборант ,2.0,1.0,False,23020.0,женский,0,Жен/ЗМ,3.0,0,Высшее,0,6,0.15,1
23866699.0,36.0,Москва,слесарь,12.0,1.0,False,25800.0,мужской,0,Жен/ЗМ,4.0,0,Среднее общее,0,1,0.68,0
23865986.0,37.0,Москва,инженер,6.0,1.0,False,37980.0,мужской,0,Жен/ЗМ,9.0,0,Среднее специальное,0,7,0.37,0
23865028.0,38.0,Москва,начальник смены,3.0,1.0,False,67080.0,мужской,0,Жен/ЗМ,15.0,0,Среднее специальное,0,0,0.07,0
23859825.0,62.0,Москва,Ведущий инженер,8.0,3.0,False,43660.0,женский,0,Жен/ЗМ,37.0,0,Среднее специальное,0,0,0.15,1
23865691.0,35.0,Москва,инженер,3.0,1.0,True,37980.0,мужской,0,Жен/ЗМ,11.0,0,Среднее специальное,0,0,0.02,1
23866867.0,34.0,Москва,оператор,3.0,1.0,True,33340.0,мужской,0,Жен/ЗМ,3.0,0,Среднее общее,1,3,0.65,1
23866978.0,34.0,Москва,слесарь,2.0,1.0,True,25800.0,мужской,0,Жен/ЗМ,2.0,0,Среднее специальное,0,9,0.29,1
23864556.0,45.0,Москва,лаборант ,3.0,1.0,False,23020.0,женский,0,Жен/ЗМ,17.0,0,Среднее общее,0,4,0.51,1
23859384.0,52.0,Москва,электрослесарь,1.0,1.0,False,33340.0,женский,0,Разв.,35.0,0,Среднее специальное,0,1,0.47,1
23866037.0,29.0,Москва,аппаратчик,54.0,1.0,True,23020.0,мужской,0,Жен/ЗМ,9.0,0,Среднее общее,0,5,0.91,0
23865672.0,44.0,Москва,слесарь,208.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,11.0,0,Высшее,0,1,0.1,1
23857119.0,64.0,Москва,токарь,2.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,37.0,0,Среднее специальное,0,2,0.28,1
23866417.0,34.0,Москва,инженер,12.0,1.0,True,34680.0,мужской,0,Жен/ЗМ,6.0,0,Высшее,0,1,0.54,0
23862042.0,43.0,Москва,Ведущий инженер,8.0,0.0,False,54180.0,мужской,0,Хол/НЗ,19.0,0,Высшее,0,4,0.94,1
23866387.0,37.0,Москва,лаборант ,365.0,2.0,False,20540.0,женский,0,Жен/ЗМ,7.0,0,Высшее,0,6,0.35,0
23867015.0,33.0,Москва,машинист,6.0,1.0,True,33340.0,мужской,0,Жен/ЗМ,2.0,0,Среднее специальное,0,5,0.52,1
23866647.0,33.0,Москва,инженер,0.0,2.0,True,37980.0,мужской,0,Жен/ЗМ,4.0,0,Высшее,0,7,0.83,1
23856105.0,65.0,Москва,инженер,12.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,8,0.67,1
23865710.0,36.0,Москва,начальник смены,16.0,0.0,False,54180.0,мужской,0,Жен/ЗМ,10.0,0,Среднее специальное,0,4,0.11,1
23866185.0,31.0,Москва,инженер,15.0,0.0,True,37980.0,мужской,0,Хол/НЗ,8.0,0,Среднее специальное,0,1,0.54,1
23867122.0,33.0,Москва,электрослесарь,0.0,0.0,True,29520.0,мужской,0,Жен/ЗМ,1.0,0,Высшее,0,4,0.22,1
23863342.0,53.0,Москва,электрослесарь,9.0,1.0,False,38400.0,мужской,0,Жен/ЗМ,32.0,0,Среднее общее,0,3,0.76,0
23866281.0,34.0,Москва,инженер,1.0,2.0,True,37980.0,мужской,0,Жен/ЗМ,7.0,0,Среднее общее,1,1,0.49,1
23865473.0,35.0,Москва,Ведущий инженер,10.0,2.0,True,54180.0,мужской,0,Жен/ЗМ,13.0,0,Среднее специальное,0,3,0.73,0
23855333.0,49.0,Москва,инженер,23.0,1.0,False,37980.0,женский,0,Разв.,23.0,0,Высшее,0,7,0.58,0
23862163.0,51.0,Москва,инженер,9.0,1.0,False,37980.0,женский,0,Разв.,18.0,0,Среднее общее,0,1,0.68,0
23859459.0,52.0,Москва,начальник смены,16.0,2.0,False,86690.0,мужской,0,Жен/ЗМ,30.0,0,Среднее общее,0,9,0.36,1
23862060.0,53.0,Москва,Ведущий инженер,19.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,18.0,0,Среднее общее,0,9,0.52,1
23865905.0,36.0,Москва,начальник смены,11.0,0.0,False,67080.0,мужской,0,Разв.,9.0,0,Среднее общее,0,1,0.2,0
23860581.0,56.0,Москва,Старший оператор ,18.0,0.0,False,37980.0,мужской,0,Хол/НЗ,19.0,0,Среднее общее,0,1,0.68,1
23866166.0,37.0,Москва,Ведущий экономист,0.0,0.0,False,39840.0,женский,0,Хол/НЗ,8.0,0,Среднее общее,0,8,0.97,0
23864813.0,46.0,Москва,инженер,12.0,2.0,False,34680.0,женский,0,Жен/ЗМ,16.0,0,Высшее,0,1,0.91,1
23866541.0,43.0,Москва,Старший оператор ,4.0,0.0,False,37980.0,мужской,0,Жен/ЗМ,5.0,0,Среднее специальное,1,3,0.44,0
23856299.0,59.0,Москва,электрослесарь,1.0,2.0,False,33340.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,5,0.85,0
23866779.0,37.0,Москва,электрослесарь,24.0,2.0,False,25800.0,мужской,0,Жен/ЗМ,3.0,0,Высшее,0,1,0.27,0
23866008.0,33.0,Москва,машинист,3.0,0.0,True,37980.0,мужской,0,Хол/НЗ,9.0,0,Среднее общее,0,0,0.73,1
23857189.0,60.0,Москва,машинист,20.0,1.0,False,26010.0,женский,0,Разв.,38.0,0,Высшее,0,3,0.67,1
23862079.0,40.0,Москва,Ведущий инструктор,2.0,2.0,False,60380.0,мужской,0,Жен/ЗМ,18.0,0,Среднее общее,1,8,0.89,0
23866480.0,30.0,Москва,машинист,305.0,1.0,True,23020.0,женский,0,Жен/ЗМ,6.0,0,Среднее общее,0,4,0.35,1
23857134.0,58.0,Москва,Ведущий инженер,20.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,22.0,0,Высшее,0,6,0.08,0
23862302.0,41.0,Москва,диспетчер,2.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,18.0,0,Среднее специальное,0,3,0.16,0
23866104.0,32.0,Москва,инженер,41.0,1.0,True,37980.0,мужской,0,Жен/ЗМ,8.0,0,Среднее общее,0,0,0.61,1
23859707.0,45.0,Москва,электрослесарь,5.0,1.0,False,38400.0,мужской,0,Хол/НЗ,24.0,0,Среднее специальное,0,0,0.99,1
23866123.0,33.0,Москва,инженер,6.0,0.0,True,37980.0,женский,0,Жен/ЗМ,8.0,0,Высшее,0,7,0.66,1
23862243.0,48.0,Москва,инженер,15.0,0.0,False,37980.0,мужской,0,Жен/ЗМ,18.0,0,Среднее специальное,0,0,0.18,1
23863907.0,44.0,Москва,инженер,1.0,1.0,False,37980.0,женский,0,Жен/ЗМ,17.0,0,Среднее специальное,1,4,0.31,1
23856320.0,64.0,Москва,электрослесарь,17.0,2.0,False,38400.0,мужской,0,Жен/ЗМ,37.0,0,Высшее,0,9,0.45,1
23866156.0,28.0,Москва,машинист,23.0,1.0,True,37980.0,мужской,0,Хол/НЗ,8.0,0,Среднее специальное,0,0,0.54,0
23865107.0,38.0,Москва,инженер,2.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,15.0,0,Среднее специальное,0,9,0.53,1
23866913.0,48.0,Москва,инспектор,14.0,0.0,False,34680.0,мужской,0,Жен/ЗМ,2.0,0,Среднее общее,0,6,0.64,0
23862309.0,66.0,Москва,Ведущий инженер,8.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,18.0,0,Среднее специальное,0,0,0.09,1
23865711.0,33.0,Москва,электрослесарь,15.0,2.0,True,38400.0,мужской,0,Жен/ЗМ,10.0,0,Среднее общее,0,9,0.64,1
23865966.0,33.0,Москва,Ведущий инженер,4.0,1.0,True,43660.0,мужской,0,Хол/НЗ,9.0,0,Высшее,0,0,0.86,0
23864700.0,39.0,Москва,инженер,1.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,16.0,0,Высшее,0,2,0.22,0
23866954.0,24.0,Москва,экономист,24.0,1.0,True,20950.0,мужской,0,Жен/ЗМ,2.0,0,Высшее,0,3,0.56,1
23866709.0,33.0,Москва,электромонтер ,31.0,0.0,True,33340.0,мужской,0,Хол/НЗ,4.0,0,Среднее специальное,0,3,0.61,1
23866854.0,48.0,Москва,токарь,31.0,1.0,False,25800.0,мужской,0,Жен/ЗМ,3.0,0,Высшее,0,9,0.94,1
23863423.0,69.0,Москва,инженер,0.0,2.0,False,34680.0,мужской,0,Жен/ЗМ,27.0,0,Высшее,0,9,0.42,1
23863298.0,58.0,Москва,электрослесарь,22.0,2.0,False,33340.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,4,0.51,1
23859751.0,44.0,Москва,начальник смены,2.0,2.0,False,67080.0,мужской,0,Жен/ЗМ,21.0,0,Среднее специальное,0,0,0.58,1
23857834.0,60.0,Москва,инженер,8.0,0.0,False,39840.0,мужской,0,Разв.,33.0,0,Высшее,0,1,1.0,1
23858333.0,60.0,Москва,Ведущий инженер,13.0,2.0,False,43660.0,женский,0,Жен/ЗМ,25.0,0,Среднее общее,0,0,0.71,0
23858287.0,57.0,Москва,эксперт,39.0,1.0,False,54180.0,женский,0,Разв.,35.0,0,Среднее общее,0,8,0.22,1
23858219.0,43.0,Москва,начальник цеха,5.0,2.0,False,125190.0,мужской,0,Жен/ЗМ,21.0,0,Высшее,0,6,0.98,1
23865439.0,37.0,Москва,Старший оператор ,3.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,13.0,0,Среднее специальное,0,2,0.62,1
23858140.0,65.0,Москва,диспетчер,98.0,1.0,False,26010.0,мужской,0,Разв.,33.0,0,Среднее специальное,0,9,0.31,1
23858086.0,47.0,Москва,начальник смены,19.0,0.0,False,67080.0,мужской,0,Жен/ЗМ,25.0,0,Среднее специальное,0,1,0.04,1
23857992.0,63.0,Москва,бухгалтер,3.0,1.0,False,30450.0,женский,0,Жен/ЗМ,25.0,0,Высшее,0,0,0.05,1
23857940.0,59.0,Москва,инженер,7.0,3.0,False,34680.0,женский,0,Жен/ЗМ,33.0,0,Среднее общее,0,3,0.83,1
23857898.0,56.0,Москва,слесарь,132.0,1.0,False,29520.0,мужской,0,Жен/ЗМ,33.0,0,Среднее специальное,0,4,0.09,1
23857885.0,56.0,Москва,заместитель начальника цеха,54.0,1.0,False,86690.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,1,0.93,1
23857796.0,60.0,Москва,инженер,54.0,1.0,False,34680.0,мужской,0,Жен/ЗМ,25.0,0,Высшее,0,3,0.47,1
23858387.0,55.0,Москва,диспетчер,3.0,3.0,False,26010.0,мужской,0,Разв.,25.0,0,Среднее специальное,0,9,0.64,1
23857791.0,56.0,Москва,инженер,16.0,1.0,False,37980.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,2,0.72,1
23857746.0,48.0,Москва,Специалист,0.0,2.0,False,52500.0,женский,1,Жен/ЗМ,19.718001368925393,1,Среднее общее,0,2,0.64,0
23857676.0,62.0,Москва,мастер,44.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,34.0,0,Высшее,0,4,0.26,1
23866981.0,35.0,Обнинск,кладовщик 3 разряда,0.0,2.0,True,20440.0,женский,0,Жен/ЗМ,2.0,0,Среднее специальное,0,5,0.93,1
23857563.0,60.0,Москва,инженер,38.0,2.0,False,39840.0,мужской,0,Жен/ЗМ,34.0,0,Высшее,0,6,0.83,0
23857521.0,57.0,Москва,слесарь,36.0,2.0,False,25800.0,мужской,0,Жен/ЗМ,35.0,0,Среднее специальное,0,7,0.49,1
23857490.0,63.0,Москва,инженер,39.0,0.0,False,37980.0,мужской,0,Жен/ЗМ,35.0,0,Среднее специальное,0,7,0.28,0
23857464.0,65.0,Москва,оператор,29.0,2.0,False,16410.0,мужской,0,Жен/ЗМ,25.0,0,Среднее специальное,0,8,0.63,1
23857402.0,66.0,Москва,заместитель главного инженера,45.0,1.0,False,155940.0,мужской,0,Жен/ЗМ,36.0,0,Среднее специальное,0,9,0.85,1
23857361.0,46.0,Москва,Ведущий инженер,23.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,25.0,0,Высшее,0,9,0.44,1
23858342.0,45.0,Москва,диспетчер,51.0,1.0,False,26010.0,мужской,0,Хол/НЗ,25.0,0,Среднее специальное,0,8,0.72,0
23858412.0,62.0,Москва,машинист,38.0,1.0,False,23740.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,8,0.28,1
23859341.0,58.0,Москва,аппаратчик,46.0,2.0,False,23020.0,женский,0,Жен/ЗМ,24.0,0,Высшее,0,5,0.99,0
23858929.0,62.0,Москва,Ведущий инженер,38.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,21.0,0,Среднее общее,0,5,0.95,1
23859279.0,56.0,Москва,Ведущий инженер,17.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,30.0,0,Высшее,0,6,0.3,0
23859235.0,59.0,Москва,инспектор,43.0,2.0,False,54180.0,мужской,0,Жен/ЗМ,30.0,0,Среднее специальное,0,9,0.49,1
23859222.0,44.0,Москва,электрослесарь,1.0,1.0,False,29520.0,мужской,0,Жен/ЗМ,21.0,0,Среднее общее,0,5,0.1,1
23859188.0,45.0,Москва,машинист,38.0,2.0,False,26010.0,женский,0,Жен/ЗМ,24.0,0,Среднее специальное,0,6,0.96,1
23859141.0,50.0,Москва,инспектор,13.0,1.0,False,34680.0,мужской,0,Разв.,21.0,0,Среднее общее,0,8,0.37,1
23859078.0,61.0,Москва,оператор,38.0,2.0,False,20950.0,мужской,0,Разв.,37.0,0,Высшее,0,6,0.44,0
23859068.0,55.0,Москва,водитель автомобиля,1.0,2.0,False,26840.0,мужской,0,Жен/ЗМ,33.0,0,Высшее,0,5,0.75,1
23859008.0,67.0,Москва,слесарь,77.0,1.0,False,23020.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,9,0.17,1
23865836.0,35.0,Москва,экономист,39.0,1.0,True,34680.0,женский,0,Жен/ЗМ,10.0,0,Среднее общее,0,1,0.42,1
23858971.0,66.0,Москва,инженер,81.0,1.0,False,34680.0,женский,0,Разв.,25.0,0,Среднее общее,0,8,0.82,0
23858851.0,53.0,Москва,Ведущий инженер,47.0,1.0,False,54180.0,мужской,0,Жен/ЗМ,31.0,0,Среднее специальное,0,3,0.46,0
23858452.0,60.0,Москва,инженер,48.0,1.0,False,43660.0,мужской,0,Разв.,32.0,0,Высшее,0,1,0.46,1
23858831.0,57.0,Москва,машинист,25.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,25.0,0,Среднее специальное,0,9,0.6,0
23858756.0,60.0,Москва,аккумуляторщик ,24.0,2.0,False,25800.0,мужской,0,Жен/ЗМ,33.0,0,Среднее общее,0,9,0.05,1
23858720.0,49.0,Москва,электрослесарь,0.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,25.0,0,Высшее,0,9,0.75,0
23858704.0,54.0,Москва,Ведущий инженер,45.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,28.0,0,Высшее,0,8,0.69,0
23858670.0,51.0,Москва,инженер,22.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,30.0,0,Высшее,0,6,0.93,0
23866962.0,24.0,Москва,электромонтер ,15.0,0.0,True,29520.0,мужской,0,Разв.,2.0,0,Высшее,0,7,0.78,1
23858577.0,55.0,Москва,техник,50.0,0.0,False,20950.0,мужской,0,Хол/НЗ,25.0,0,Среднее специальное,0,3,0.78,0
23858557.0,66.0,Москва,начальник смены,95.0,0.0,False,60380.0,мужской,0,Разв.,37.0,0,Среднее общее,0,3,0.03,1
23858520.0,56.0,Москва,начальник цеха,26.0,2.0,False,86690.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,9,0.36,1
23858482.0,63.0,Москва,Ведущий инженер,0.0,4.0,False,43660.0,мужской,0,Жен/ЗМ,25.0,0,Среднее общее,0,1,0.72,1
23857280.0,62.0,Москва,оператор,63.0,1.0,False,26010.0,мужской,0,Жен/ЗМ,29.0,0,Среднее специальное,0,6,0.75,1
23857250.0,64.0,Москва,машинист,2.0,0.0,False,26010.0,женский,0,Разв.,37.0,0,Высшее,0,8,0.42,0
23857245.0,58.0,Москва,слесарь,123.0,2.0,False,23020.0,мужской,0,Жен/ЗМ,37.0,0,Среднее специальное,0,0,0.03,1
23855564.0,50.0,Москва,начальник смены,35.0,3.0,False,86690.0,мужской,0,Жен/ЗМ,23.0,0,Среднее общее,0,6,0.71,1
23856023.0,60.0,Москва,инженер,32.0,2.0,False,43660.0,женский,0,Жен/ЗМ,31.0,0,Среднее общее,0,6,1.0,1
23855951.0,63.0,Москва,электромонтер ,17.0,2.0,False,33340.0,мужской,0,Жен/ЗМ,36.0,0,Среднее общее,0,6,0.98,1
23855913.0,49.0,Москва,Ведущий инженер,0.0,2.0,False,54180.0,мужской,0,Жен/ЗМ,26.0,0,Высшее,0,9,0.86,1
23855850.0,50.0,Москва,лаборант ,49.0,2.0,False,20540.0,женский,0,Жен/ЗМ,27.0,0,Среднее специальное,0,2,0.08,1
23855808.0,57.0,Москва,Ведущий инженер,73.0,1.0,False,43660.0,мужской,0,Разв.,23.0,0,Высшее,0,8,0.53,1
23855736.0,60.0,Москва,аккумуляторщик ,118.0,1.0,False,23020.0,женский,0,Жен/ЗМ,37.0,0,Среднее общее,0,9,0.37,0
23855695.0,49.0,Москва,инженер,9.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,27.0,0,Среднее общее,0,2,0.35,0
23866864.0,31.0,Москва,слесарь,1.0,0.0,True,25800.0,мужской,0,Разв.,3.0,0,Среднее общее,0,9,0.49,1
23855630.0,63.0,Москва,электромонтер ,18.0,1.0,False,29520.0,мужской,0,Жен/ЗМ,39.0,0,Среднее специальное,0,5,0.18,1
23855594.0,53.0,Москва,инженер,27.0,3.0,False,37980.0,мужской,0,Жен/ЗМ,27.0,0,Среднее общее,0,5,0.36,1
23866915.0,26.0,Москва,оператор,17.0,0.0,True,33340.0,мужской,0,Хол/НЗ,2.0,0,Среднее специальное,0,9,0.18,1
23857214.0,50.0,Москва,слесарь,14.0,2.0,False,25800.0,мужской,0,Жен/ЗМ,25.0,0,Высшее,0,0,0.51,0
23855497.0,63.0,Москва,оператор,40.0,2.0,False,37980.0,мужской,0,Жен/ЗМ,27.0,0,Среднее специальное,0,6,0.11,1
23855476.0,57.0,Москва,экономист,6.0,1.0,False,34680.0,женский,0,Хол/НЗ,23.0,0,Среднее специальное,0,7,0.49,0
23855432.0,56.0,Москва,оператор,120.0,1.0,False,16410.0,мужской,0,Разв.,37.0,0,Среднее специальное,1,8,0.37,0
23855399.0,55.0,Москва,ведущий инструктор,67.0,2.0,False,60380.0,мужской,0,Жен/ЗМ,36.0,0,Среднее общее,0,9,0.93,1
23855339.0,68.0,Москва,Ведущий инженер,62.0,4.0,False,54180.0,мужской,0,Жен/ЗМ,38.0,0,Высшее,0,1,0.0,0
23855274.0,58.0,Москва,электрослесарь,46.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,23.0,0,Среднее специальное,0,9,0.01,0
23855239.0,41.0,Москва,машинист,69.0,2.0,False,26010.0,мужской,0,Жен/ЗМ,20.0,0,Среднее специальное,0,9,0.78,0
23855223.0,58.0,Москва,аппаратчик,18.0,1.0,False,23020.0,мужской,0,Жен/ЗМ,23.0,0,Среднее специальное,0,3,0.12,1
23855170.0,56.0,Москва,аппаратчик,47.0,1.0,False,23020.0,мужской,0,Разв.,23.0,0,Среднее специальное,0,1,0.31,0
23855160.0,53.0,Москва,Ведущий инженер,20.0,1.0,False,43660.0,женский,0,Жен/ЗМ,20.0,0,Среднее специальное,0,1,0.03,1
23856036.0,61.0,Москва,Ведущий инженер,50.0,1.0,False,43660.0,мужской,0,Жен/ЗМ,35.0,0,Высшее,0,5,0.76,1
23856094.0,59.0,Москва,электромонтер ,9.0,2.0,False,33340.0,мужской,0,Разв.,20.0,0,Высшее,0,3,0.39,0
23856251.0,64.0,Москва,начальник смены,1.0,4.0,False,67080.0,мужской,0,Жен/ЗМ,34.0,0,Среднее общее,0,4,0.95,1
23856256.0,59.0,Москва,Ведущий инженер,59.0,2.0,False,75750.0,мужской,0,Жен/ЗМ,37.0,0,Высшее,0,7,0.36,0
23857183.0,54.0,Москва,электрослесарь,86.0,2.0,False,38400.0,мужской,0,Жен/ЗМ,29.0,0,Среднее специальное,0,5,0.58,1
23857129.0,48.0,Москва,мастер,3.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,25.0,0,Среднее специальное,0,2,0.96,1
23857106.0,45.0,Москва,машинист,31.0,2.0,False,26010.0,женский,0,Жен/ЗМ,19.0,0,Среднее специальное,0,2,0.55,1
23857086.0,64.0,Москва,инспектор,34.0,1.0,False,48720.0,мужской,0,Жен/ЗМ,37.0,0,Среднее специальное,0,9,0.39,1
23857041.0,59.0,Москва,слесарь,12.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,38.0,0,Среднее специальное,0,7,0.51,1
23857022.0,45.0,Москва,начальник цеха,22.0,2.0,False,125190.0,мужской,0,Жен/ЗМ,22.0,0,Среднее специальное,0,0,0.79,1
23856973.0,54.0,Москва,начальник смены,31.0,2.0,False,54180.0,женский,0,Вдов.,30.0,0,Среднее общее,0,8,0.46,0
23856955.0,42.0,Москва,аппаратчик,32.0,1.0,False,23020.0,мужской,0,Жен/ЗМ,22.0,0,Среднее общее,0,0,0.88,0
23856897.0,60.0,Москва,слесарь,67.0,1.0,False,23020.0,мужской,0,Разв.,25.0,0,Среднее специальное,0,1,0.17,1
23856852.0,57.0,Москва,лаборант ,18.0,2.0,False,23020.0,женский,0,Жен/ЗМ,38.0,0,Высшее,0,8,0.63,1
23856789.0,43.0,Москва,лаборант ,69.0,2.0,False,26010.0,женский,0,Жен/ЗМ,21.0,0,Среднее специальное,0,2,0.5,1
23856694.0,61.0,Москва,лаборант ,128.0,1.0,False,23020.0,женский,0,Разв.,22.0,0,Среднее общее,0,1,0.19,1
23856663.0,46.0,Москва,слесарь,25.0,2.0,False,25800.0,мужской,0,Жен/ЗМ,26.0,0,Среднее общее,0,7,0.52,0
23856598.0,53.0,Москва,Ведущий специалист,40.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,22.0,0,Высшее,0,2,0.58,0
23856552.0,60.0,Москва,электрослесарь,132.0,3.0,False,33340.0,мужской,0,Жен/ЗМ,35.0,0,Среднее общее,0,4,0.18,1
23856505.0,48.0,Москва,мастер,3.0,2.0,False,34680.0,мужской,0,Жен/ЗМ,26.0,0,Высшее,0,7,0.9,1
23856462.0,57.0,Москва,электрослесарь,47.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,34.0,0,Высшее,0,9,0.9,0
23856430.0,64.0,Москва,электрослесарь,106.0,2.0,False,29520.0,мужской,0,Жен/ЗМ,36.0,0,Высшее,0,0,0.79,0
23856404.0,67.0,Москва,диспетчер,41.0,1.0,False,29520.0,женский,0,Жен/ЗМ,34.0,0,Среднее специальное,0,0,0.69,1
23856352.0,66.0,Москва,инженер,26.0,2.0,False,37980.0,женский,0,Жен/ЗМ,37.0,0,Среднее специальное,0,1,0.74,1
23856341.0,57.0,Москва,электрослесарь,29.0,1.0,False,33340.0,мужской,0,Жен/ЗМ,37.0,0,Среднее специальное,0,8,0.28,0
23859322.0,66.0,Москва,инспектор,67.0,1.0,False,54180.0,женский,0,Разв.,39.0,0,Высшее,0,8,0.09,1
23859381.0,60.0,Москва,экономист,5.0,2.0,False,37980.0,женский,0,Жен/ЗМ,35.0,0,Высшее,0,5,0.62,1
23863286.0,60.0,Москва,заместитель начальника отдела,0.0,2.0,False,67080.0,женский,0,Жен/ЗМ,33.0,0,Среднее общее,0,4,0.91,1
23861934.0,41.0,Москва,Ведущий инженер,36.0,2.0,False,43660.0,мужской,0,Жен/ЗМ,19.0,0,Среднее специальное,0,3,0.67,1
